Time,ms_error,force_desired,force_event,force_weiss,force_robot,force_weiss2,delta_z,desire_ar,sense_ar
1630322601.677226,2.9660000801086426,-0.21987532079219818,-0.12737509608268738,1.006,-2.4566850662231445,0.088,0.5765063107145376,0.0,-0.0
1630322601.6928465,2.9609999656677246,-0.43953365087509155,-0.0,0.759,-2.4557454586029053,0.098,0.5765063107145376,0.0,-0.0
1630322601.7082608,2.9560000896453857,-0.6587581634521484,-0.0,0.546,-2.4421236515045166,0.098,0.5765054106876852,-0.4320000112056732,-0.0
1630322601.724485,2.9509999752044678,-0.8773326277732849,-0.0,0.312,-2.4457621574401855,0.093,0.5765054106876852,-0.4320000112056732,-0.0
1630322601.754052,2.947999954223633,-1.095041275024414,-0.10389196127653122,-0.197,-2.4308314323425293,0.068,0.576506546392509,-0.8640000224113464,-0.0
1630322601.7699318,2.944999933242798,-1.3116692304611206,-0.0,-0.515,-2.433518409729004,0.033,0.576506546392509,-1.0880000591278076,-0.0
1630322601.7849023,2.944000005722046,-1.5270026922225952,-0.0,-0.627,-2.437058210372925,-0.018,0.576506546392509,-1.0880000591278076,-0.0
1630322601.8002508,2.944000005722046,-1.7408292293548584,-0.0,-0.849,-2.445594072341919,-0.069,0.5765046335962662,-1.2960000038146973,-0.0
1630322601.815831,2.946000099182129,-1.9529377222061157,-0.0,-1.196,-2.44421124458313,-0.085,0.5765028731135053,-1.5199999809265137,-0.0
1630322601.8311973,2.9489998817443848,-2.163119077682495,-0.0,-1.32,-2.4262783527374268,-0.067,0.5765028731135053,-1.7280000448226929,-0.0
1630322601.846949,2.953000068664551,-2.3711655139923096,-0.1764211356639862,-1.659,-2.43253231048584,-0.012,0.5765028731135053,-1.9520000219345093,-0.0
1630322601.8631017,2.9590001106262207,-2.576871871948242,-0.13934741914272308,-2.396,-2.4086384773254395,0.056,0.5765012622337256,-2.1600000858306885,-0.0
1630322601.878658,2.9670000076293945,-2.7800352573394775,-0.10593648999929428,-3.145,-2.431481122970581,0.109,0.5765012622337256,-2.5759999752044678,-0.0
1630322601.8940754,2.9760000705718994,-2.980455160140991,-0.19550226628780365,-3.17,-2.3796873092651367,0.141,0.5765012622337256,-2.5759999752044678,-0.18153557181358337
1630322601.9099896,2.986999988555908,-3.17793345451355,-0.2561311721801758,-2.504,-2.368542194366455,0.153,0.5764804993200396,-2.9760000705718994,-0.23526765406131744
1630322601.925913,2.999000072479248,-3.3722758293151855,-0.3235263228416443,-2.219,-2.2663345336914062,0.159,0.5764804993200396,-2.9760000705718994,-0.23526765406131744
1630322601.9414098,3.013000011444092,-3.5632898807525635,-0.3974793255329132,-2.432,-2.299884796142578,0.147,0.5762287767744294,-3.1679999828338623,-0.3174074590206146
1630322601.9566362,3.0269999504089355,-3.7507874965667725,-0.5697939395904541,-2.546,-2.0966365337371826,0.103,0.5762287767744294,-3.552000045776367,-0.3754810690879822
1630322601.971999,3.0409998893737793,-3.9345836639404297,-0.686090886592865,-2.5,-1.9067833423614502,0.044,0.5762287767744294,-3.552000045776367,-0.5056098699569702
1630322601.987109,3.056999921798706,-4.11449670791626,-0.7639791369438171,-2.599,-1.8873296976089478,-0.05,0.5757138671449751,-3.74399995803833,-0.6860909461975098
1630322602.00234,3.075000047683716,-4.29034948348999,-0.7739965319633484,-2.722,-1.6933889389038086,-0.157,0.5757138671449751,-3.9200000762939453,-0.7581458687782288
1630322602.0174646,3.0940001010894775,-4.461967945098877,-0.8457759022712708,-2.706,-1.4748115539550781,-0.249,0.5757138671449751,-4.111999988555908,-0.7581458687782288
1630322602.0323718,3.11299991607666,-4.629183292388916,-1.0258464813232422,-2.724,-1.4512230157852173,-0.366,0.5749869801982307,-4.288000106811523,-0.8149232268333435
1630322602.0475082,3.132999897003174,-4.791829586029053,-1.0743553638458252,-2.882,-1.0797096490859985,-0.482,0.5749869801982307,-4.447999954223633,-0.9905621409416199
1630322602.063397,3.1549999713897705,-4.949747562408447,-1.1420425176620483,-3.069,-1.0562865734100342,-0.634,0.5749869801982307,-4.624000072479248,-1.059928297996521
1630322602.0794137,3.177999973297119,-5.102780342102051,-1.182606816291809,-3.213,-0.7019900679588318,-0.802,0.5741130794263563,-4.783999919891357,-1.0994367599487305
1630322602.095441,3.2019999027252197,-5.250777721405029,-1.2673959732055664,-3.301,-0.5695304870605469,-0.978,0.5741130794263563,-4.943999767303467,-1.179428219795227
1630322602.111275,3.2269999980926514,-5.393592834472656,-1.3683196306228638,-3.339,-0.20391160249710083,-1.183,0.5741130794263563,-5.0879998207092285,-1.2235556840896606
1630322602.1271732,3.253000020980835,-5.531085014343262,-1.3934811353683472,-3.472,0.15626265108585358,-1.424,0.5732459850765237,-5.392000198364258,-1.347267746925354
1630322602.1429596,3.2809998989105225,-5.663118839263916,-1.4295485019683838,-3.715,0.24246956408023834,-1.691,0.5732459850765237,-5.392000198364258,-1.3845746517181396
1630322602.1597672,3.309999942779541,-5.78956413269043,-1.430567979812622,-4.262,0.7056828141212463,-1.94,0.5732459850765237,-5.6479997634887695,-1.4032461643218994
1630322602.1742394,3.3410000801086426,-5.910295486450195,-1.4843108654022217,-4.583,0.6607410907745361,-2.122,0.5727955667115493,-5.6479997634887695,-1.430934190750122
1630322602.1910014,3.372999906539917,-6.02519416809082,-1.5094677209854126,-4.105,0.8933363556861877,-2.223,0.5727468391810684,-5.9039998054504395,-1.4313416481018066
1630322602.206808,3.4059998989105225,-6.134146690368652,-1.5163235664367676,-3.68,0.9695526957511902,-2.261,0.5727468391810684,-5.9039998054504395,-1.5094677209854126
1630322602.2233322,3.441999912261963,-6.237045764923096,-1.527622938156128,-3.758,0.9065099358558655,-2.276,0.5726527548842575,-6.127999782562256,-1.5094677209854126
1630322602.2384105,3.4769999980926514,-6.333789348602295,-1.6211310625076294,-3.81,0.750159740447998,-2.287,0.5726527548842575,-6.127999782562256,-1.5174674987792969
1630322602.2551198,3.51200008392334,-6.424282550811768,-1.6672903299331665,-3.794,1.0465348958969116,-2.304,0.5726527548842575,-6.320000171661377,-1.527622938156128
1630322602.269977,3.5490000247955322,-6.508435249328613,-1.70840585231781,-3.889,0.9479334950447083,-2.314,0.5725815386572304,-6.320000171661377,-1.6417500972747803
1630322602.2860203,3.5850000381469727,-6.586165428161621,-1.7755968570709229,-4.073,1.118137240409851,-2.322,0.5725815386572304,-6.415999889373779,-1.667290449142456
1630322602.3018901,3.621999979019165,-6.657395839691162,-1.7986953258514404,-4.263,1.0151469707489014,-2.337,0.5725815386572304,-6.495999813079834,-1.775597095489502
1630322602.3186786,3.6589999198913574,-6.722055912017822,-1.832075834274292,-4.535,1.177238941192627,-2.362,0.5725178502278153,-6.576000213623047,-1.7885087728500366
1630322602.3344653,3.694999933242798,-6.7800822257995605,-2.0076024532318115,-4.81,1.043074607849121,-2.386,0.5724910801263687,-6.656000137329102,-1.7885087728500366
