,0,1,2,3,4,5
0,1626252413.97979,6.31280660629272,87.62109375,0.5693433760586141,-6.614,0.001
1,1626252416.57072,3.4730787277221697,87.2060699462891,0.5703417671406861,-5.3,0.002
2,1626252419.16516,1.7778618335723897,85.3312301635742,0.5713357662002679,-3.0580000000000003,0.003
3,1626252421.76347,0.5569621324539179,84.0033721923828,0.572348614730676,-2.678,0.004
4,1626252424.36421,-0.22886553406715401,82.4385299682617,0.573338214243331,-1.025,0.005
5,1626252426.96077,-1.15931105613709,81.162483215332,0.574332213060817,-1.1840000000000002,0.006
6,1626252429.55791,-1.7523708343505902,78.5823211669922,0.5753450623011279,0.054000000000000006,0.006999999999999999
7,1626252432.15744,-2.19372320175171,74.4249572753906,0.5763365481151049,0.174,0.008
8,1626252434.7492301,-2.50151538848877,69.95001220703129,0.577330547369126,1.1159999999999999,0.009000000000000001
9,1626252437.34307,-3.0281314849853502,66.1185150146484,0.5783452853538149,1.091,0.01
10,1626252439.93501,-3.4584734439849902,66.1700897216797,0.5793405413232879,1.7009999999999998,0.011000000000000001
11,1626252440.93907,-3.1615240573883097,66.0020904541016,0.579372135143384,1.706,0.012
12,1626252473.0746,6.35081577301025,87.6390762329102,0.569344590579627,-6.66,0.001
13,1626252475.66469,3.63762140274048,87.5815658569336,0.570341102895553,-4.485,0.002
14,1626252478.26251,1.83605432510376,85.1556625366211,0.571353949690281,-3.072,0.003
15,1626252480.85249,0.643266022205353,84.1714248657227,0.5723485753056979,-1.7069999999999999,0.004
16,1626252483.44732,-0.3735940456390379,82.36956787109371,0.573343198753452,-1.052,0.005
17,1626252486.0422802,-1.1147711277008099,80.7626419067383,0.5743579262363311,-0.379,0.006
18,1626252488.63363,-1.7154756784439098,78.5484161376953,0.5753557210801871,0.233,0.006999999999999999
19,1626252491.23023,-2.17462182044983,74.3441848754883,0.576347833993663,0.47700000000000004,0.008
20,1626252493.82232,-2.58196616172791,70.24453735351561,0.5773430891565339,1.037,0.009000000000000001
21,1626252496.41921,-3.0912849903106703,66.23529052734371,0.578356568646923,1.575,0.01
22,1626252499.02198,-3.45629096031189,66.1689453125,0.579344910518594,1.857,0.011000000000000001
23,1626252500.02808,-3.16217041015625,66.29727172851561,0.579372106112569,1.784,0.012
24,1626252532.14984,6.396594047546389,87.7298812866211,0.569354659213152,-6.622000000000001,0.001
25,1626252534.7404199,3.54356908798218,87.3192367553711,0.5703505432305269,-4.449,0.002
26,1626252537.3324802,1.8281445503234899,85.1363983154297,0.571344551113086,-2.99,0.003
27,1626252539.9315698,0.679150521755219,83.9235458374023,0.5723372795503311,-1.724,0.004
28,1626252542.52045,-0.343275636434555,82.5615921020508,0.573352012022913,-0.986,0.005
29,1626252545.1226301,-1.11759197711945,81.1099166870117,0.574344126081917,-0.275,0.006
30,1626252547.71239,-1.76398456096649,78.6817169189453,0.5753601174054929,0.327,0.006999999999999999
31,1626252550.3105,-2.2204582691192596,74.5530014038086,0.5763497174670881,0.785,0.008
32,1626252552.90525,-2.59491205215454,70.24884033203129,0.577343716449082,1.128,0.009000000000000001
33,1626252555.5017,-3.25804400444031,66.1635894775391,0.578359704776258,1.662,0.01
34,1626252558.0917802,-3.51007747650146,66.22119140625,0.5793543315634,1.889,0.011000000000000001
35,1626252559.09833,-3.1452226638793905,66.22879028320311,0.579372097530256,1.8940000000000001,0.012
36,1626252591.2368698,6.364306926727299,87.68627166748051,0.5693326205831291,-6.707000000000001,0.001
37,1626252593.83026,3.53367686271667,87.0808563232422,0.570347989510307,-5.1370000000000005,0.002
38,1626252596.4247699,1.8914074897766102,85.3647537231445,0.571345130404853,-2.7489999999999997,0.003
39,1626252599.02277,0.600339770317078,83.86387634277341,0.572365517998924,-2.4619999999999997,0.004
40,1626252601.6226099,-0.40084150433540294,82.7090148925781,0.5733588918226,-0.805,0.005
41,1626252604.2126698,-1.12092757225037,80.8733139038086,0.574352891032207,-1.008,0.006
42,1626252606.80787,-1.7801530361175502,78.49952697753909,0.5753669941012199,0.449,0.006999999999999999
43,1626252609.41051,-2.11025166511536,74.5515899658203,0.576359108202622,0.19699999999999998,0.008
44,1626252612.00373,-2.65503215789795,70.2563323974609,0.577330457720982,1.2209999999999999,0.009000000000000001
45,1626252614.60164,-3.21219348907471,66.26626586914061,0.578363414654154,1.006,0.01
46,1626252617.19237,-3.48591136932373,66.06973266601561,0.579359928047996,1.883,0.011000000000000001
47,1626252618.19734,-3.13960862159729,66.2051467895508,0.5793720440126671,1.7630000000000001,0.012
48,1626252650.34963,6.347388744354251,87.6599807739258,0.569338875378269,-6.433,0.001
49,1626252652.94484,3.5248429775237997,87.0469818115234,0.5703328744436271,-4.223,0.002
50,1626252655.54066,1.85910499095917,85.2247085571289,0.571346979677376,-2.696,0.003
51,1626252658.13829,0.6681689620018011,83.78175354003909,0.57233972208004,-1.54,0.004
52,1626252660.73074,-0.416567116975784,82.2361679077148,0.573333721146715,-0.637,0.005
53,1626252663.32611,-1.1896998882293701,80.8168716430664,0.574347826360975,-0.063,0.006
54,1626252665.92545,-1.83613777160645,78.4942932128906,0.5753417305617529,0.519,0.006999999999999999
55,1626252668.5197,-2.23461103439331,74.4962921142578,0.576335729311772,1.153,0.008
56,1626252671.10958,-2.71103405952454,70.1867752075195,0.5773529746284649,1.462,0.009000000000000001
57,1626252673.70859,-3.25973629951477,66.2526092529297,0.578343831994062,1.8869999999999998,0.01
58,1626252676.30815,-3.50950074195862,66.2477569580078,0.579334686950184,1.909,0.011000000000000001
59,1626252677.31754,-3.19481420516968,66.19949340820311,0.579371935282977,1.959,0.012
60,1626252709.48301,6.339368343353269,87.9882659912109,0.569336241887711,-7.13,0.001
61,1626252712.07886,3.46826982498169,87.11703491210942,0.5703497196219929,-4.247,0.002
62,1626252714.6719,1.78797030448914,85.4408416748047,0.571343091009955,-3.4210000000000003,0.003
63,1626252717.26525,0.601847589015961,83.8896560668945,0.572358452984283,-1.6440000000000001,0.004
64,1626252719.86904,-0.35017663240432695,82.59169006347659,0.573350552716942,-1.3969999999999998,0.005
