errors,mode
1.2699659399688243,vibro
0.9722644057291657,vibro
0.9976432159170509,vibro
1.1653014081344009,vibro
0.9284059346094727,vibro
0.8186671330034733,vibro
0.851459544301033,vibro
0.9217705225944519,vibro
0.9235849007219076,vibro
0.904726361659304,vibro
1.423842807166019,vibro
0.8785611887276172,vibro
1.2586757123245667,vibro
1.471663363724947,vibro
1.2484169424325229,vibro
1.4974067011475563,vibro
1.4689548884704708,vibro
1.24445930430338,vibro
1.5359961269655038,vibro
0.963082976937294,vibro
1.7510429015010596,vibro
2.280499565899372,vibro
1.555186526859226,vibro
1.52844759377081,vibro
1.207827251460684,vibro
1.5204837888479232,vibro
0.9687988927960396,vibro
0.8063131814720619,vibro
0.5994954255223275,vibro
0.38757732315878174,vibro
0.7304107657819986,vibro
0.7170566245168447,vibro
0.9805306645471659,vibro
0.8342727094738926,vibro
0.4837475015008034,vibro
1.503233604580164,vibro
0.9480171029269695,vibro
0.8226353646814824,vibro
0.9891679623350501,vibro
0.892628773747377,vibro
0.9525729337334633,vibro
0.7483346456289292,vibro
1.0176964828578552,vibro
1.0356263221807815,vibro
0.9717496509104967,vibro
0.9558052253258887,vibro
0.7889109333604574,vibro
1.345693575802134,vibro
0.9069943735003472,vibro
0.7890386947244405,vibro
1.0906163816154004,vibro
0.8315060620754957,vibro
1.1717531932658287,vibro
1.4103873785751968,vibro
1.3952073679119348,vibro
1.3849152864223748,vibro
1.192406702879353,vibro
1.2646268313404303,vibro
1.224923564723475,vibro
1.3877700650691986,vibro
1.2206371372938156,vibro
1.3700456999987365,vibro
1.7984591892466473,vibro
0.7871444586349364,vibro
1.4995916739106179,vibro
1.2593538196542156,vibro
1.3212753062695264,vibro
1.6378959022202895,vibro
1.5839628799637753,vibro
1.937014666559109,vibro
1.1646780990064145,vibro
1.141669855862856,vibro
1.1905889673598449,vibro
1.1898491120160515,vibro
1.238930190652609,vibro
1.4322477282591202,vibro
1.1799346620763713,vibro
1.2910755320638418,vibro
0.4524051557586651,vibro
0.9679839573800564,vibro
0.5787833632521369,vibro
0.979046466287656,vibro
1.3477964625507592,vibro
0.695633524209261,vibro
0.595427426546812,vibro
0.7356807155907155,vibro
0.49718147113919264,vibro
0.7625573247671127,vibro
0.6051525063812733,vibro
0.7573056246955596,vibro
0.8561224507626577,vibro
0.6282837492227554,vibro
0.688914524176013,vibro
0.6526321822137975,vibro
1.2119654200226069,vibro
0.9879186812357686,vibro
0.6845663278850157,vibro
0.6774198357483849,vibro
0.5981737576906954,vibro
0.9048757006973028,vibro
0.5664944088831544,vibro
1.1388844802975655,vibro
0.7093627767347211,vibro
1.0466618354390995,vibro
0.6415692581169641,vibro
0.5734397755495867,vibro
0.5983257880851405,vibro
0.5811741745471954,vibro
0.5845341799247207,vibro
0.6927944750928167,vibro
0.5480719928443433,vibro
0.3569200564175844,vibro
0.5467806468956434,vibro
0.47795324251055726,vibro
0.8751273082196712,vibro
0.8741059412062168,vibro
0.9143570330531443,vibro
1.2200150058791042,vibro
1.3830940439552069,vibro
1.1997934302583855,vibro
1.9036509826034307,vibro
1.2311054817959666,vibro
1.6466593040898443,vibro
2.5819685437530278,vibro
1.1312499507587759,vibro
1.8677668648572703,vibro
1.407248307712114,vibro
1.6262140426784755,vibro
1.2838916851580142,vibro
1.4272909898366501,vibro
0.8069569869796829,novibro
0.8150421037818446,novibro
0.7493654796436652,novibro
0.6361260685189885,novibro
1.1462546591460705,novibro
1.2179492647523311,novibro
0.8300824410951317,novibro
1.0446702185554884,novibro
1.106414468711233,novibro
1.2277192064953335,novibro
0.9234106692671776,novibro
1.0720887861060138,novibro
0.8372492053318973,novibro
1.7914755159616471,novibro
0.9050363627959735,novibro
0.8221074756979942,novibro
1.2928807184619098,novibro
1.1966685947386464,novibro
1.2526524144411086,novibro
1.3088476966321467,novibro
1.2942341557145118,novibro
1.710451589860022,novibro
1.5298120181262493,novibro
1.2810293758660556,novibro
1.163499432564968,novibro
1.4775067118555307,novibro
0.7142359057068824,novibro
0.7630478485894563,novibro
0.9179064487639944,novibro
0.5713592112064362,novibro
0.7559737074375152,novibro
0.3650309291481972,novibro
0.5723678912967445,novibro
0.6082834424078465,novibro
0.41257392093539236,novibro
0.7700031416863203,novibro
1.0094797123766424,novibro
0.727365140914917,novibro
1.0909512995183468,novibro
1.368032761854143,novibro
1.1274111616374247,novibro
1.20732250629957,novibro
2.0389250583946703,novibro
0.7788522796177152,novibro
0.9357537237843078,novibro
0.8419123946875334,novibro
0.9502132399380208,novibro
0.96487350538373,novibro
1.0849649363489293,novibro
1.0025489034503698,novibro
1.084573025829229,novibro
1.1145894886553287,novibro
1.048274616524577,novibro
0.801909026592525,novibro
0.8423070124345808,novibro
0.9625127153165305,novibro
0.5958793839093429,novibro
1.0559337276220322,novibro
0.6436311402916908,novibro
0.5682949054986238,novibro
0.9534069325645171,novibro
1.6994545126904794,novibro
0.905056651122868,novibro
0.8833154673874378,novibro
1.1026837702340155,novibro
1.7086461673130342,novibro
1.744344072481293,novibro
1.9171694853901864,novibro
1.5182500371336938,novibro
1.6535672576725482,novibro
1.526593207826267,novibro
1.5651882118731737,novibro
1.7409174946410146,novibro
1.6562158751487732,novibro
1.5616721293734546,novibro
1.2750553967803717,novibro
1.3310841106953313,novibro
1.6106763354688882,novibro
0.8365203613787889,novibro
1.0049392346236574,novibro
0.4555153579112902,novibro
0.6254856373796511,novibro
0.7939622621631148,novibro
1.052396306440459,novibro
0.8160264040529728,novibro
1.145558322840069,novibro
0.5713654758043625,novibro
0.5576444515096608,novibro
0.6479996937004167,novibro
0.9293345846791765,novibro
1.0710998030014374,novibro
0.7050703500211238,novibro
1.008845887929201,novibro
1.2029554916918277,novibro
0.3834024543438723,novibro
0.5206561345069564,novibro
0.49382205404827945,novibro
0.8882776541792932,novibro
0.652152953594923,novibro
0.6392640887945891,novibro
1.4600291004776955,novibro
0.7631539805233478,novibro
1.2599804700903632,novibro
0.891706311223495,novibro
0.4811376383648583,novibro
0.6365222645614614,novibro
0.6775420711408207,novibro
0.5926298372559811,novibro
0.5080474402010442,novibro
0.5659196314960718,novibro
0.5844083771854639,novibro
0.6382430202851248,novibro
0.5745329102873803,novibro
0.507903427630663,novibro
0.9603322985768318,novibro
0.7814093708992005,novibro
0.5045412147045135,novibro
1.4676293183618516,novibro
1.4803704629838466,novibro
1.4051539222151042,novibro
1.1937353276461362,novibro
1.6310000326111913,novibro
1.3937999523803593,novibro
1.5473398497700692,novibro
1.6533189986646175,novibro
1.6921877981349827,novibro
1.6609160758966777,novibro
1.6401837830990553,novibro
1.6293860679864884,novibro
1.688440115520017,novibro
