errors,mode
1.0634794451704073,vibro
0.9693733827402843,vibro
1.0517969249344583,vibro
0.9828014481606795,vibro
0.6495827151089907,vibro
0.47915904894841843,vibro
0.9264892864972353,vibro
0.9588994663953782,vibro
0.8553133656084537,vibro
0.5165296778007967,vibro
1.0404371629974143,vibro
1.079891391992569,vibro
0.8823199155342639,vibro
1.067983150630448,vibro
0.845188588835299,vibro
0.9026637391746044,vibro
1.5529189672901402,vibro
1.008741730004549,vibro
0.8976876419871601,vibro
1.2582231691884036,vibro
0.8172856052219868,vibro
0.9355343793384472,vibro
0.9776025757193565,vibro
0.4049189302325249,vibro
0.8538101537525654,vibro
0.6550487381964922,vibro
0.8143943990021945,vibro
1.0053495786711573,vibro
0.8658300007134676,vibro
1.019270770289191,vibro
1.7845098586447203,vibro
0.7725435674714682,vibro
0.5209961179643869,vibro
0.46952270574867727,vibro
0.5147214432060718,vibro
0.795243466347456,vibro
0.7907859423011542,vibro
0.93012143330491,vibro
0.5494899544119835,vibro
1.1073850554287734,vibro
1.1163255681297672,vibro
1.0983857476905963,vibro
1.018181967884302,vibro
1.0314223763361499,vibro
0.9380756224691867,vibro
1.1603311847652023,vibro
1.125610710524801,vibro
0.7417197886423849,vibro
0.986633989125935,vibro
1.0086061453924107,vibro
0.8860515943955426,vibro
1.0909670980274677,vibro
0.810062507121124,vibro
0.815205242112279,vibro
0.8155339135596501,vibro
1.1116271135003413,vibro
0.8856863430396995,vibro
0.8012001059949398,vibro
0.947118331692112,vibro
0.8174414267791575,vibro
1.038834856887955,vibro
0.8803921722287509,vibro
0.7463394568860531,vibro
0.7982819658517838,vibro
0.7716567239165306,vibro
1.2274743894686793,vibro
1.57277081008233,vibro
1.4587910627599936,vibro
1.2645712589743126,vibro
1.3831928871312544,vibro
1.3651453264843878,vibro
1.3413127946793733,vibro
1.1272459945082665,vibro
1.1104246839806808,vibro
1.3749286939750365,vibro
1.4213381760567427,vibro
1.3284259905293583,vibro
1.3118547938764096,vibro
0.7031784201387185,vibro
0.6101009062125315,vibro
0.8355004606983769,vibro
1.339683501578089,vibro
1.1653754456341268,vibro
0.8483147496730089,vibro
1.1459480568242433,vibro
0.9747700570382882,vibro
0.8751101149618625,vibro
0.8331903044879436,vibro
0.885785017684102,vibro
1.2998889746078894,vibro
0.8860776410322284,vibro
0.9184218715876341,vibro
0.7873381333584761,vibro
0.7512886451929808,vibro
0.6006153552093316,vibro
0.5270576276371827,vibro
0.5722455661743879,vibro
0.5508898948481427,vibro
0.6009074403345585,vibro
0.4861441948637366,vibro
1.2585365626979712,vibro
0.947341304809893,vibro
0.572319507973278,vibro
0.48784530644907675,vibro
0.4871762232549155,vibro
0.6350143547728658,vibro
0.5757622968910926,vibro
0.9898151122218933,vibro
0.8767896016039441,vibro
0.47222522769123315,vibro
0.6997207821160555,vibro
0.7205629683845672,vibro
0.591782862097025,vibro
0.544000294432044,vibro
0.5669058788940311,vibro
0.6539012863487005,vibro
0.7015566169916085,vibro
1.322665746808052,vibro
1.1880616782168252,vibro
1.0974831705416865,vibro
1.2352695259451867,vibro
1.3207352334142324,vibro
1.4755618215805322,vibro
1.5335714631709294,vibro
1.409418667980175,vibro
1.6362559251487254,vibro
1.437730826586485,vibro
1.559820957183838,vibro
1.3263397755473851,vibro
1.8150608667093724,vibro
0.9599207450449466,novibro
1.0371623912453651,novibro
1.2260942776501178,novibro
1.0815351103520512,novibro
1.032360134124756,novibro
0.9050464291668417,novibro
1.14141665995121,novibro
0.7866206145405177,novibro
0.8465255449712277,novibro
0.7066706323623657,novibro
0.7459605465829372,novibro
1.032987167239189,novibro
1.364916723427461,novibro
1.3331946121088822,novibro
1.2229727313365086,novibro
1.479768801274611,novibro
1.4668192967772484,novibro
1.105611021220684,novibro
0.9991160051607008,novibro
1.117967337963,novibro
0.8833189371228218,novibro
1.0714881125107483,novibro
0.7888962579010731,novibro
1.3292061696999038,novibro
1.2172711253911257,novibro
0.9712586618959904,novibro
0.5664952041208744,novibro
0.9398991622287651,novibro
0.7474155466664921,novibro
0.6441976296242757,novibro
0.7114541293680667,novibro
0.8786632557265202,novibro
0.48049482978880403,novibro
0.6123342177077155,novibro
0.426265628443132,novibro
0.6818203450366854,novibro
0.48813224632536345,novibro
0.8654261291101204,novibro
0.6119609874486923,novibro
1.166400948688388,novibro
1.2678104570163555,novibro
1.2798874456787583,novibro
1.0274289958178997,novibro
0.781288615167141,novibro
1.2664371567155848,novibro
1.0133248563110828,novibro
0.8065084778699115,novibro
1.0601974475383757,novibro
1.065402923822403,novibro
2.372742812687428,novibro
1.023990023881197,novibro
0.9985648085599514,novibro
0.7779784160107375,novibro
0.6729413750932445,novibro
0.6578722053499364,novibro
1.1946749332262643,novibro
0.8342049706041517,novibro
0.7343232210856586,novibro
0.7626080443313465,novibro
0.7617997521880883,novibro
1.283618103471858,novibro
0.7768231790512801,novibro
0.7174105516076088,novibro
1.1966987922787666,novibro
0.9760129702091217,novibro
1.4087184157967567,novibro
1.4482662809554057,novibro
1.4623416097677169,novibro
1.5027919366731117,novibro
1.3332542300969363,novibro
1.7915544366464018,novibro
1.3287363384493547,novibro
1.4840436681360005,novibro
1.474241177790129,novibro
1.3358398871635324,novibro
1.013206519037485,novibro
1.1206005983054639,novibro
1.0995023286522334,novibro
0.921808394070585,novibro
0.4673083568364382,novibro
0.6435022129118443,novibro
1.3662054036280618,novibro
0.8392417353391647,novibro
0.7872924106334572,novibro
0.770482249595412,novibro
1.4039445918294329,novibro
0.9675695288121401,novibro
0.8960995222650358,novibro
0.9349305720335275,novibro
1.048027303829715,novibro
1.181283068805933,novibro
0.9766438285261393,novibro
1.3157292531430722,novibro
0.9846930166706442,novibro
0.4402207872271538,novibro
0.9689563347771764,novibro
0.9967821139097214,novibro
0.9630488945012117,novibro
1.461199897378683,novibro
1.0245237669244927,novibro
0.7758357566222549,novibro
0.7238461577892303,novibro
0.6656703931003359,novibro
1.0755655726241828,novibro
0.6664664433080347,novibro
0.5951327961683274,novibro
0.6335563774406909,novibro
0.8439025613502483,novibro
0.7148069254308939,novibro
0.6158942474641992,novibro
1.0805401650071145,novibro
1.2667352234694496,novibro
0.9361052778572893,novibro
0.9058193483948708,novibro
0.829904567617089,novibro
0.7006228579580784,novibro
0.7490921043720676,novibro
1.024524768992285,novibro
1.010248515382409,novibro
1.2564747143536805,novibro
1.0381111942268724,novibro
0.7028982780087534,novibro
0.9046700070449962,novibro
1.296824856559829,novibro
1.596843877976591,novibro
1.2567907378822565,novibro
1.469433681299938,novibro
1.3400364262028712,novibro
1.053139666095376,novibro
1.4742568960785867,novibro
