Time,ms_error,force_desired,force_event,force_weiss,force_robot,force_weiss2,delta_z,force_AR_desired,force_AR_applied
1629459283.906418,0.029999999329447746,-1.5270026922225952,-0.0,0.0,-2.5943503379821777,-0.6859999895095825,0.5892270374684159,0.0,0.0
1629459283.9251678,0.0430000014603138,-1.7408292293548584,-0.0,0.0,-2.434476375579834,-0.7990000247955322,0.5892270374684159,0.0,0.0
1629459283.9697714,0.10300000011920929,-2.3711655139923096,-0.0,0.0,-2.181396007537842,-0.04699999839067459,0.5892270374684159,0.0,0.0
1629459284.0140908,0.19499999284744263,-2.980455160140991,-0.24647647142410278,0.0,-1.9614719152450562,0.18400000035762787,0.5892270374684159,0.0,0.0
1629459284.0585773,0.28999999165534973,-3.5632898807525635,-0.8618048429489136,0.0,-1.5676451921463013,-0.17000000178813934,0.5892270374684159,0.0,0.0
1629459284.102534,0.38199999928474426,-4.11449670791626,-1.3028205633163452,0.0,-0.2266375869512558,-1.225000023841858,0.5892270374684159,0.0,0.0
1629459284.102639,0.38199999928474426,-4.11449670791626,-1.3028205633163452,0.0,-0.2266375869512558,-1.225000023841858,0.5892270374684159,0.0,0.0
1629459284.1465113,0.46399998664855957,-4.629183292388916,-2.0609426498413086,0.0,0.7314702868461609,-2.496999979019165,0.5892270374684159,0.0,0.0
1629459284.1634357,0.48399999737739563,-4.791829586029053,-2.4618477821350098,0.0,2.4488978385925293,-2.558000087738037,0.5892270374684159,0.0,0.0
1629459284.2101848,0.5009999871253967,-5.250777721405029,-4.9114298820495605,0.0,3.735987901687622,-4.465000152587891,0.5892270374684159,0.0,0.0
1629459284.2506466,0.49799999594688416,-5.663118839263916,-4.8661417961120605,0.0,4.537745952606201,-5.258999824523926,0.5892270374684159,0.0,0.0
1629459284.2943926,0.4970000088214874,-6.02519416809082,-5.6098761558532715,0.0,5.268991947174072,-5.693999767303467,0.5892270374684159,0.0,0.0
1629459284.3385143,0.4950000047683716,-6.333789348602295,-5.70842981338501,0.0,4.9002909660339355,-5.560999870300293,0.5892270374684159,0.0,0.0
1629459284.3385804,0.4950000047683716,-6.333789348602295,-5.70842981338501,0.0,4.9002909660339355,-5.560999870300293,0.5892270374684159,0.0,0.0
1629459284.382774,0.5080000162124634,-6.586165428161621,-5.105792045593262,0.0,4.372401714324951,-4.834000110626221,0.5892270374684159,0.0,0.0
1629459284.4012785,0.5289999842643738,-6.722055912017822,-4.773892879486084,0.0,4.020592212677002,-4.460999965667725,0.5892270374684159,0.0,0.0
1629459284.4424763,0.5460000038146973,-6.831417560577393,-5.197940349578857,0.0,4.097200870513916,-4.234000205993652,0.5892270374684159,0.0,0.0
1629459284.4864254,0.5759999752044678,-6.944802761077881,-5.0532402992248535,0.0,4.4343342781066895,-5.269999980926514,0.5892270374684159,0.0,0.0
1629459284.5304062,0.6179999709129333,-6.996545791625977,-4.9541802406311035,0.0,4.914602279663086,-5.577000141143799,0.5892270374684159,0.0,0.0
1629459284.574862,0.6159999966621399,6.986186981201172,-7.635102272033691,0.0,6.523916244506836,-6.052999973297119,0.5892270374684159,0.0,0.0
1629459284.618384,0.6209999918937683,6.913818359375,-8.0,0.0,7.015462398529053,-6.9120001792907715,0.5892270374684159,0.0,0.0
1629459284.6391945,0.6230000257492065,6.876010894775391,-8.0,0.0,7.015462398529053,-7.078000068664551,0.5892270374684159,0.0,0.0
1629459284.6823664,0.6330000162124634,6.722055912017822,-8.0,0.0,6.309252738952637,-6.790999889373779,0.5892270374684159,0.0,0.0
1629459284.7264824,0.6330000162124634,6.508435249328613,-7.018287181854248,0.0,5.9697585105896,-6.4079999923706055,0.5892270374684159,0.0,0.0
1629459284.7704155,0.6269999742507935,6.237045764923096,-6.27974271774292,0.0,5.657325744628906,-6.625999927520752,0.5892270374684159,0.0,0.0
1629459284.8184125,0.625,5.910295486450195,-5.1892876625061035,0.0,5.195874214172363,-6.122000217437744,0.5892270374684159,0.0,0.0
1629459284.8186424,0.625,5.910295486450195,-5.1892876625061035,0.0,5.195874214172363,-6.072999954223633,0.5892270374684159,0.0,0.0
1629459284.8593802,0.6230000257492065,5.531085014343262,-5.021296977996826,0.0,4.8476715087890625,-5.413000106811523,0.5892270374684159,0.0,0.0
1629459284.877558,0.6209999918937683,5.393592834472656,-4.906586170196533,0.0,4.4914469718933105,-5.35699987411499,0.5892270374684159,0.0,0.0
1629459284.9185975,0.6169999837875366,4.949747562408447,-4.579151153564453,0.0,4.154298305511475,-5.283999919891357,0.5892270374684159,0.0,0.0
1629459284.9629037,0.6129999756813049,4.461967945098877,-5.254435062408447,0.0,3.699977159500122,-5.175000190734863,0.5892270374684159,0.0,0.0
1629459285.010361,0.6209999918937683,4.11449670791626,-5.477457523345947,0.0,2.918910264968872,-4.960999965667725,0.5892270374684159,0.0,0.0
1629459285.051082,0.6159999966621399,3.5632898807525635,-3.519375801086426,0.0,1.46620512008667,-4.495999813079834,0.5892270374684159,0.0,0.0
1629459285.051767,0.6159999966621399,3.5632898807525635,-3.519375801086426,0.0,1.46620512008667,-4.495999813079834,0.5892270374684159,0.0,0.0
1629459285.094731,0.6100000143051147,2.980455160140991,-2.880439281463623,0.0,0.5647611618041992,-3.746000051498413,0.5892270374684159,0.0,0.0
1629459285.115299,0.6060000061988831,2.576871871948242,-2.7402641773223877,0.0,0.5647611618041992,-3.5439999103546143,0.5892270374684159,0.0,0.0
1629459285.158448,0.6029999852180481,2.163119077682495,-1.6806788444519043,0.0,-0.8824037313461304,-2.76200008392334,0.5892270374684159,0.0,0.0
1629459285.2025714,0.5989999771118164,1.5270026922225952,-1.3287229537963867,0.0,-1.5648633241653442,-1.902999997138977,0.5892270374684159,0.0,0.0
1629459285.2506018,0.5929999947547913,0.8773326277732849,-1.0374717712402344,0.0,-2.289949655532837,-0.8429999947547913,0.5892270374684159,0.0,0.0
1629459285.2946174,0.5879999995231628,0.21987532079219818,-0.0,0.0,-3.4707205295562744,-0.3569999933242798,0.5892270374684159,0.0,0.0
1629459285.3386936,0.5820000171661377,0.0,-0.0,0.0,-4.1108880043029785,-0.3959999978542328,0.5892270374684159,0.0,0.0
1629459285.3534737,0.5809999704360962,0.0,-0.0,0.0,-4.2421464920043945,-0.42500001192092896,0.5892270374684159,0.0,0.0
1629459285.3945346,0.5770000219345093,0.0,-0.0,0.0,-4.338088035583496,0.12399999797344208,0.5892270374684159,0.0,0.0
1629459285.4384172,0.5720000267028809,0.0,-0.0,0.0,-4.420258522033691,0.4390000104904175,0.5892270374684159,0.0,0.0
1629459285.486494,0.5659999847412109,0.0,-0.0,0.0,-4.321953296661377,0.39399999380111694,0.5892270374684159,0.0,0.0
1629459285.5304465,0.5609999895095825,0.0,-0.0,0.0,-3.365234375,0.3409999907016754,0.5892270374684159,0.0,0.0
1629459285.530594,0.5609999895095825,0.0,-0.0,0.0,-3.365234375,0.335999995470047,0.5892270374684159,0.0,0.0
1629459285.578672,0.5550000071525574,0.0,-0.0,0.0,-3.3323400020599365,0.289000004529953,0.5892270374684159,0.0,0.0
1629459285.590193,0.5550000071525574,0.0,-0.0,0.0,-3.210052967071533,0.28700000047683716,0.5892270374684159,0.0,0.0
1629459285.6339848,0.550000011920929,0.0,-0.0,0.0,-2.996403455734253,-0.41600000858306885,0.5892270374684159,0.0,0.0
1629459285.6744246,0.546999990940094,0.0,-0.0,0.0,-3.0746099948883057,-0.0430000014603138,0.5892270374684159,0.0,0.0
1629459285.7185903,0.5419999957084656,0.0,-0.0,0.0,-2.9921090602874756,0.38199999928474426,0.5892270374684159,0.0,0.0
1629459285.7632062,0.5370000004768372,0.0,-0.0,0.0,-2.9766438007354736,0.41100001335144043,0.5892270374684159,0.0,0.0
1629459285.8100708,0.5329999923706055,0.0,-0.0,0.0,-2.8715031147003174,0.43799999356269836,0.5892270374684159,0.0,0.0
1629459285.8286116,0.5299999713897705,0.0,-0.0,0.0,-2.8715031147003174,0.43700000643730164,0.5892270374684159,0.0,0.0
1629459285.8705313,0.5270000100135803,0.0,-0.0,0.0,-2.9366626739501953,0.3930000066757202,0.5892270374684159,0.0,0.0
1629459285.9144247,0.5220000147819519,0.0,-0.0,0.0,-2.972738027572632,-0.2759999930858612,0.5892270374684159,0.0,0.0
1629459285.958464,0.5180000066757202,0.0,-0.0,0.0,-2.8934457302093506,0.00800000037997961,0.5892270374684159,0.0,0.0
1629459286.0026917,0.5139999985694885,0.0,-0.0,0.0,-2.856598138809204,0.4189999997615814,0.5892270374684159,0.0,0.0
1629459286.0027232,0.5139999985694885,0.0,-0.0,0.0,-2.856598138809204,0.4189999997615814,0.5892270374684159,0.0,0.0
1629459286.050536,0.5099999904632568,0.0,-0.0,0.0,-2.728424310684204,0.41100001335144043,0.5892270374684159,0.0,0.0
1629459286.0659907,0.5080000162124634,0.0,-0.0,0.0,-2.728424310684204,0.4560000002384186,0.5892270374684159,0.0,0.0
1629459286.1065702,0.5040000081062317,0.0,-0.0,0.0,-2.7887187004089355,0.597000002861023,0.5892270374684159,0.0,0.0
1629459286.1504176,0.5,0.0,-0.0,0.0,-2.8155195713043213,0.44999998807907104,0.5892270374684159,0.0,0.0
1629459286.1983511,0.4959999918937683,0.0,-0.0,0.0,-2.7896673679351807,-0.4950000047683716,0.5892270374684159,0.0,0.0
1629459286.2425187,0.492000013589859,0.0,-0.0,0.0,-2.5432679653167725,-0.8149999976158142,0.5892270374684159,0.0,0.0
1629459286.2425888,0.492000013589859,0.0,-0.0,0.0,-2.5432679653167725,-0.8149999976158142,0.5892270374684159,0.0,0.0
1629459286.2865736,0.4880000054836273,0.0,-0.0,0.0,-2.5315675735473633,0.09399999678134918,0.5892270374684159,0.0,0.0
1629459286.3043191,0.4869999885559082,0.0,-0.0,0.0,-2.5315675735473633,0.28999999165534973,0.5892270374684159,0.0,0.0
1629459286.3463733,0.4830000102519989,0.0,-0.0,0.0,-2.550841808319092,0.24899999797344208,0.5892270374684159,0.0,0.0
1629459286.3903933,0.47999998927116394,0.0,-0.0,0.0,-2.4579544067382812,0.27300000190734863,0.5892270374684159,0.0,0.0
1629459286.4343672,0.47600001096725464,0.0,-0.0,0.0,-2.509254217147827,0.19499999284744263,0.5892270374684159,0.0,0.0
1629459286.4784918,0.4729999899864197,0.0,-0.0,0.0,-2.5374646186828613,-0.4560000002384186,0.5892270374684159,0.0,0.0
1629459286.478695,0.4729999899864197,0.0,-0.0,0.0,-2.5374646186828613,-0.4970000088214874,0.5892270374684159,0.0,0.0
1629459286.526575,0.4699999988079071,0.0,-0.0,0.0,-2.550633430480957,-0.6119999885559082,0.5892270374684159,0.0,0.0
1629459286.5434315,0.46799999475479126,0.0,-0.0,0.0,-2.5579721927642822,-0.27900001406669617,0.5892270374684159,0.0,0.0
1629459286.5868702,0.46399998664855957,0.0,-0.0,0.0,-2.556326389312744,0.1599999964237213,0.5892270374684159,0.0,0.0
1629459286.6304255,0.460999995470047,0.0,-0.0,0.0,-2.550029993057251,0.1889999955892563,0.5892270374684159,0.0,0.0
1629459286.674466,0.4569999873638153,0.0,-0.0,0.0,-2.578784227371216,0.24199999868869781,0.5892270374684159,0.0,0.0
1629459286.7185962,0.45500001311302185,0.0,-0.0,0.0,-2.5860188007354736,0.2879999876022339,0.5892270374684159,0.0,0.0
1629459286.7187808,0.45500001311302185,0.0,-0.0,0.0,-2.5860188007354736,0.29100000858306885,0.5892270374684159,0.0,0.0
1629459286.7682276,0.4519999921321869,0.0,-0.0,0.0,-2.5875587463378906,-0.1809999942779541,0.5892270374684159,0.0,0.0
1629459286.781263,0.45100000500679016,0.0,-0.0,0.0,-2.5781850814819336,-0.5,0.5892270374684159,0.0,0.0
1629459286.822489,0.44699999690055847,0.0,-0.0,0.0,-2.591176748275757,-0.24400000274181366,0.5892270374684159,0.0,0.0
1629459286.8663764,0.4449999928474426,-0.43953365087509155,-0.0,0.0,-2.605787515640259,0.2409999966621399,0.5892270374684159,0.0,0.0
1629459286.9146597,0.44699999690055847,-1.095041275024414,-0.0,0.0,-2.579681873321533,0.21699999272823334,0.5892270374684159,0.0,0.0
1629459286.9584906,0.460999995470047,-1.7408292293548584,-0.0,0.0,-2.5313146114349365,0.21899999678134918,0.5892270374684159,0.0,0.0
1629459287.0025718,0.4779999852180481,-2.163119077682495,-0.0,0.0,-2.3992390632629395,0.24400000274181366,0.5892270374684159,0.0,0.0
1629459287.023999,0.5049999952316284,-2.576871871948242,-0.0,0.0,-2.3992390632629395,0.2199999988079071,0.5892270374684159,0.0,0.0
1629459287.063816,0.5339999794960022,-2.980455160140991,-0.3395887017250061,0.0,-1.820235013961792,-0.6349999904632568,0.5892270374684159,0.0,0.0
1629459287.1065123,0.574999988079071,-3.5632898807525635,-1.0094305276870728,0.0,-1.2385010719299316,-1.0549999475479126,0.5892270374684159,0.0,0.0
1629459287.1504545,0.6200000047683716,-4.11449670791626,-1.412597894668579,0.0,-0.9718732237815857,-1.2079999446868896,0.5892270374684159,0.0,0.0
1629459287.194696,0.6570000052452087,-4.629183292388916,-2.1284608840942383,0.0,1.3866603374481201,-1.996999979019165,0.5892270374684159,0.0,0.0
1629459287.1947896,0.6570000052452087,-4.629183292388916,-2.1284608840942383,0.0,1.3866603374481201,-1.996999979019165,0.5892270374684159,0.0,0.0
1629459287.2385855,0.6700000166893005,-5.102780342102051,-4.082283020019531,0.0,2.911763906478882,-3.434999942779541,0.5892270374684159,0.0,0.0
1629459287.2571964,0.6679999828338623,-5.250777721405029,-5.200261116027832,0.0,2.911763906478882,-4.293000221252441,0.5892270374684159,0.0,0.0
1629459287.2984457,0.6669999957084656,-5.663118839263916,-4.841700553894043,0.0,4.703006744384766,-5.416999816894531,0.5892270374684159,0.0,0.0
1629459287.3426096,0.6690000295639038,-5.910295486450195,-4.917277812957764,0.0,5.026618957519531,-5.966000080108643,0.5892270374684159,0.0,0.0
1629459287.3864775,0.6740000247955322,-6.237045764923096,-4.7330522537231445,0.0,4.767096996307373,-5.801000118255615,0.5892270374684159,0.0,0.0
1629459287.4306667,0.6919999718666077,-6.508435249328613,-4.7258992195129395,0.0,4.284030914306641,-4.629000186920166,0.5892270374684159,0.0,0.0
1629459287.4308562,0.6919999718666077,-6.508435249328613,-4.7258992195129395,0.0,4.284030914306641,-4.593999862670898,0.5892270374684159,0.0,0.0
1629459287.478441,0.7009999752044678,-6.722055912017822,-5.539728164672852,0.0,4.276118755340576,-4.2870001792907715,0.5892270374684159,0.0,0.0
1629459287.495435,0.7009999752044678,-6.7800822257995605,-5.976404190063477,0.0,4.276118755340576,-4.323999881744385,0.5892270374684159,0.0,0.0
1629459287.5385075,0.7110000252723694,-6.913818359375,-5.160776615142822,0.0,4.852440357208252,-4.632999897003174,0.5892270374684159,0.0,0.0
1629459287.5826304,0.7319999933242798,-6.986186981201172,-5.0009565353393555,0.0,5.445710182189941,-5.35699987411499,0.5892270374684159,0.0,0.0
1629459287.6265616,0.7329999804496765,6.996545791625977,-6.997862815856934,0.0,6.17482328414917,-6.65500020980835,0.5892270374684159,0.0,0.0
1629459287.6745465,0.734000027179718,6.944802761077881,-8.0,0.0,6.7462077140808105,-7.171999931335449,0.5892270374684159,0.0,0.0
1629459287.675335,0.734000027179718,6.944802761077881,-8.0,0.0,6.7462077140808105,-7.171999931335449,0.5892270374684159,0.0,0.0
1629459287.7184532,0.734000027179718,6.831417560577393,-7.252345085144043,0.0,6.660800457000732,-6.7789998054504395,0.5892270374684159,0.0,0.0
1629459287.733201,0.7329999804496765,6.7800822257995605,-7.186007976531982,0.0,6.660800457000732,-6.672999858856201,0.5892270374684159,0.0,0.0
1629459287.7788122,0.7300000190734863,6.657395839691162,-6.832484245300293,0.0,5.816612720489502,-6.2729997634887695,0.5892270374684159,0.0,0.0
1629459287.8184786,0.7310000061988831,6.424282550811768,-5.177409648895264,0.0,5.569610595703125,-5.78000020980835,0.5892270374684159,0.0,0.0
1629459287.8666463,0.734000027179718,6.134146690368652,-5.029797554016113,0.0,5.2666778564453125,-5.480000019073486,0.5892270374684159,0.0,0.0
1629459287.910523,0.7360000014305115,5.78956413269043,-4.8222832679748535,0.0,4.8516998291015625,-5.9039998054504395,0.5892270374684159,0.0,0.0
1629459287.9106686,0.7360000014305115,5.78956413269043,-4.8222832679748535,0.0,4.8516998291015625,-5.941999912261963,0.5892270374684159,0.0,0.0
1629459287.958666,0.7350000143051147,5.393592834472656,-4.910071849822998,0.0,4.304464817047119,-6.070000171661377,0.5892270374684159,0.0,0.0
1629459287.971545,0.734000027179718,5.250777721405029,-4.99692964553833,0.0,3.9806978702545166,-5.804999828338623,0.5892270374684159,0.0,0.0
1629459288.0143664,0.7310000061988831,4.791829586029053,-5.508665084838867,0.0,3.5200164318084717,-5.123000144958496,0.5892270374684159,0.0,0.0
1629459288.0624716,0.734000027179718,4.29034948348999,-5.028818607330322,0.0,2.761434555053711,-4.629000186920166,0.5892270374684159,0.0,0.0
1629459288.1064773,0.7300000190734863,3.7507874965667725,-3.5088186264038086,0.0,2.045442581176758,-3.8980000019073486,0.5892270374684159,0.0,0.0
1629459288.1505795,0.7260000109672546,3.17793345451355,-2.9731531143188477,0.0,0.7841675877571106,-3.0950000286102295,0.5892270374684159,0.0,0.0
1629459288.150613,0.7260000109672546,3.17793345451355,-2.9731531143188477,0.0,0.7841675877571106,-3.0950000286102295,0.5892270374684159,0.0,0.0
1629459288.1949127,0.7229999899864197,2.7800352573394775,-2.4888973236083984,0.0,0.026831841096282005,-2.944999933242798,0.5892270374684159,0.0,0.0
1629459288.2089605,0.722000002861023,2.576871871948242,-1.9433951377868652,0.0,0.026831841096282005,-2.9539999961853027,0.5892270374684159,0.0,0.0
1629459288.250439,0.7200000286102295,1.9529377222061157,-1.432403564453125,0.0,-1.4837114810943604,-2.4070000648498535,0.5892270374684159,0.0,0.0
1629459288.2946782,0.7170000076293945,1.3116692304611206,-1.125037670135498,0.0,-2.079209566116333,-1.7380000352859497,0.5892270374684159,0.0,0.0
1629459288.3385072,0.7139999866485596,0.8773326277732849,-0.8978701829910278,0.0,-2.5541489124298096,-1.2100000381469727,0.5892270374684159,0.0,0.0
1629459288.3862772,0.7099999785423279,0.21987532079219818,-0.0,0.0,-3.0330588817596436,-0.19099999964237213,0.5892270374684159,0.0,0.0
1629459288.4306667,0.7059999704360962,0.0,-0.0,0.0,-4.072530746459961,0.3790000081062317,0.5892270374684159,0.0,0.0
1629459288.430771,0.7059999704360962,0.0,-0.0,0.0,-4.072530746459961,0.3880000114440918,0.5892270374684159,0.0,0.0
1629459288.4782982,0.7020000219345093,0.0,-0.0,0.0,-4.262477397918701,0.14399999380111694,0.5892270374684159,0.0,0.0
1629459288.4818542,0.7009999752044678,0.0,-0.0,0.0,-4.262477397918701,0.020999999716877937,0.5892270374684159,0.0,0.0
1629459288.5224674,0.6980000138282776,0.0,-0.0,0.0,-4.579446315765381,-0.27799999713897705,0.5892270374684159,0.0,0.0
1629459288.5665727,0.6940000057220459,0.0,-0.0,0.0,-4.746365070343018,0.2160000056028366,0.5892270374684159,0.0,0.0
1629459288.610491,0.6899999976158142,0.0,-0.0,0.0,-4.801819801330566,0.3700000047683716,0.5892270374684159,0.0,0.0
1629459288.6546383,0.6869999766349792,0.0,-0.0,0.0,-4.256669044494629,0.4390000104904175,0.5892270374684159,0.0,0.0
1629459288.6547284,0.6869999766349792,0.0,-0.0,0.0,-4.256669044494629,0.4449999928474426,0.5892270374684159,0.0,0.0
1629459288.6985633,0.6830000281333923,0.0,-0.0,0.0,-4.157401084899902,0.5360000133514404,0.5892270374684159,0.0,0.0
1629459288.722621,0.6809999942779541,0.0,-0.0,0.0,-4.157401084899902,0.5450000166893005,0.5892270374684159,0.0,0.0
1629459288.7691345,0.6779999732971191,0.0,-0.0,0.0,-3.9859135150909424,0.0860000029206276,0.5892270374684159,0.0,0.0
1629459288.810443,0.6740000247955322,0.0,-0.0,0.0,-3.9705216884613037,-0.16899999976158142,0.5892270374684159,0.0,0.0
1629459288.8586576,0.6700000166893005,0.0,-0.0,0.0,-3.9245352745056152,0.5299999713897705,0.5892270374684159,0.0,0.0
1629459288.9025538,0.6669999957084656,0.0,-0.0,0.0,-3.8331539630889893,0.5770000219345093,0.5892270374684159,0.0,0.0
1629459288.9230695,0.6650000214576721,0.0,-0.0,0.0,-3.838636636734009,0.5370000004768372,0.5892270374684159,0.0,0.0
1629459288.9704964,0.6620000004768372,0.0,-0.0,0.0,-3.813464641571045,0.515999972820282,0.5892270374684159,0.0,0.0
1629459289.01442,0.6579999923706055,0.0,-0.0,0.0,-3.7836520671844482,0.5109999775886536,0.5892270374684159,0.0,0.0
1629459289.0584576,0.6549999713897705,0.0,-0.0,0.0,-3.803349018096924,-0.04600000008940697,0.5892270374684159,0.0,0.0
1629459289.1059797,0.6510000228881836,0.0,-0.0,0.0,-3.7678520679473877,-0.19599999487400055,0.5892270374684159,0.0,0.0
1629459289.146435,0.6480000019073486,0.0,-0.0,0.0,-3.760641574859619,0.16699999570846558,0.5892270374684159,0.0,0.0
1629459289.1613271,0.6470000147819519,0.0,-0.0,0.0,-3.7640702724456787,0.21299999952316284,0.5892270374684159,0.0,0.0
1629459289.2024257,0.6449999809265137,0.0,-0.0,0.0,-3.7585315704345703,0.3370000123977661,0.5892270374684159,0.0,0.0
1629459289.2464585,0.640999972820282,0.0,-0.0,0.0,-3.7881247997283936,0.46799999475479126,0.5892270374684159,0.0,0.0
1629459289.290464,0.6380000114440918,0.0,-0.0,0.0,-3.7557358741760254,0.4779999852180481,0.5892270374684159,0.0,0.0
1629459289.3345714,0.6349999904632568,0.0,-0.0,0.0,-3.775571346282959,0.08500000089406967,0.5892270374684159,0.0,0.0
1629459289.3346338,0.6349999904632568,0.0,-0.0,0.0,-3.775571346282959,0.08500000089406967,0.5892270374684159,0.0,0.0
1629459289.3786392,0.6320000290870667,0.0,-0.0,0.0,-3.7741003036499023,-1.0080000162124634,0.5892270374684159,0.0,0.0
1629459289.39955,0.6299999952316284,0.0,-0.0,0.0,-3.7741003036499023,-0.6830000281333923,0.5892270374684159,0.0,0.0
