errors,mode
0.985942586949663,vibro
1.4239984309848082,vibro
0.8186326237850722,vibro
1.0027294483608968,vibro
1.206392750334462,vibro
1.3492565835466221,vibro
0.7287671984320085,vibro
0.7674102771155952,vibro
0.627773772604468,vibro
1.4191853732619244,vibro
0.9229837908084522,novibro
1.6073538902564797,novibro
1.228939268710494,novibro
1.3828717292085124,novibro
1.6470042546599974,novibro
1.5115178608484232,novibro
0.7572456982931934,novibro
0.9366169019044852,novibro
0.6049881054614589,novibro
1.6090049896643748,novibro
