errors,mode
1.0810171986494819,novibro
1.2271255332231508,novibro
0.8605718482193057,novibro
0.7294753944501282,novibro
0.7067622913038312,novibro
0.645999834497474,novibro
0.8950407639890909,novibro
0.6845338664576411,novibro
0.9392378853261485,novibro
1.1090911978752767,novibro
1.3497185412034471,novibro
0.6644460696727045,novibro
0.774288344681263,novibro
0.878787430499368,novibro
0.7106006756797446,novibro
0.8267573647534671,novibro
0.6978671953082086,novibro
0.6766652106939248,novibro
0.7480688972852706,novibro
0.7016102464497089,novibro
0.6467196705937386,novibro
0.6582439602911458,novibro
1.0105729414964442,novibro
0.7293408226166195,novibro
0.6512878745794304,novibro
0.6922079965472221,novibro
0.8468720409738346,novibro
0.8752207660675062,novibro
1.0852658750109399,novibro
0.8211712401360272,novibro
0.8429788302386826,novibro
0.9958473512559985,novibro
1.2140959633141757,novibro
0.7820693955942989,novibro
0.7520421516895308,novibro
1.423261388387512,novibro
1.0585108311170366,novibro
1.2557878579944366,novibro
0.8561424618214368,novibro
0.6251678251141867,novibro
0.8320527867972863,novibro
0.718769516962679,novibro
