errors,mode
0.9503140513598918,vibro
0.8671348223734141,vibro
1.1264001925044977,vibro
1.676713549271226,vibro
0.5893281062692404,vibro
0.5804993647336975,vibro
0.3905699857365548,vibro
0.5156907633095235,vibro
0.4399222368001945,vibro
0.43015704929828646,vibro
0.5373860927083397,vibro
0.4365721743181334,vibro
0.7336536141770409,vibro
0.8584630291163923,vibro
0.7944199460834714,vibro
1.029736110820107,vibro
1.061709055006504,vibro
1.2864726848900319,vibro
1.742682694047691,vibro
0.6537371710616741,vibro
0.6244047298211961,vibro
1.2959900439903145,vibro
1.1114047099277378,vibro
0.9776278760415239,vibro
1.1536207786202444,vibro
1.9665865555628033,vibro
1.2638765032589436,vibro
1.1797650762688574,vibro
0.8372557281854738,vibro
0.6773345334082842,vibro
0.8052827101573348,vibro
1.0989827433973565,vibro
0.8906072748815596,vibro
0.7544587696369612,vibro
1.4573704513162382,vibro
0.9645059783756733,vibro
0.8614916386990704,vibro
1.6385693363845366,vibro
1.0212810176670257,vibro
0.500617810226977,vibro
0.6893260691633176,vibro
0.620922195674176,vibro
0.5148837116360664,vibro
0.6306109662353993,vibro
0.6274259106069817,vibro
0.5228579126710271,vibro
0.49370856857418466,vibro
0.41579360231757234,vibro
0.43374479986727243,vibro
0.571058645956781,vibro
0.5800693055987373,vibro
0.4225409527249006,vibro
0.7055596050620078,vibro
0.8905350255906282,vibro
0.6104763557958361,vibro
0.8523750591650605,vibro
1.019168149828911,vibro
0.8552665845304713,vibro
1.1137788217870437,vibro
0.6488951232599377,vibro
0.6721063192933805,vibro
0.81874311812222,vibro
1.1152607258315674,vibro
0.7090731252729907,vibro
0.4519422384933467,vibro
0.5615359713137151,vibro
0.6048959498129898,vibro
0.7728788125426026,vibro
0.5198681329190731,vibro
0.5455226854607463,vibro
0.8038260684534894,vibro
0.6533957707073222,vibro
0.502957014598657,vibro
0.5423587655276068,vibro
0.5550498177856207,vibro
0.6118424924923559,vibro
0.6344986639544381,vibro
0.6856919353577641,vibro
0.9306149959191679,vibro
0.7391294509022679,vibro
0.7105057965315407,vibro
0.7304638820141554,vibro
0.802518755197525,vibro
0.7204000182449832,vibro
0.5492248741825619,vibro
0.68288184739464,vibro
0.8519604979455464,vibro
0.7757296399772167,vibro
0.7398791457315798,vibro
0.8279993003979332,vibro
0.7127801495701518,vibro
0.6185264643654229,vibro
0.5280197192002182,vibro
0.7256725263684554,vibro
0.8456565334275364,vibro
0.7452618826180697,vibro
0.8816153403371587,vibro
0.803395741324329,vibro
1.139300407684265,vibro
1.0908314113318913,vibro
0.8491955254226923,vibro
1.5810725107863932,vibro
0.7085556839406497,vibro
0.7649031724799333,vibro
0.7099271652475001,vibro
0.7164540298694941,vibro
0.6857183477771807,vibro
0.6445461769774556,vibro
0.6711934667080641,vibro
0.7193296085298075,vibro
0.6369680736831687,vibro
0.6431264417681524,vibro
0.9721441593766219,vibro
0.9853489715978503,vibro
0.6872355064105761,vibro
0.8220689825713647,vibro
0.7138074601245165,vibro
1.1177135530859232,vibro
1.3921654952231364,vibro
0.8485592597011314,vibro
0.5406389934197068,vibro
0.6406030772253871,vibro
0.7756725942716016,vibro
0.7697249519914839,vibro
0.8427062339302324,vibro
0.8966233298927553,vibro
0.748284499719739,vibro
0.8750796856442901,vibro
0.7870760759711278,vibro
1.1771450777774426,vibro
0.48924397941678777,novibro
0.5949517310264721,novibro
0.5951469632523574,novibro
0.8457230722159147,novibro
0.7510026204586029,novibro
0.90943375632167,novibro
0.6136412555773056,novibro
0.853078812360764,novibro
0.5181695849075907,novibro
0.3860658322274685,novibro
0.4804243087469046,novibro
0.5134366818144923,novibro
0.48592641163821265,novibro
0.9985610461980106,novibro
0.637394919916613,novibro
1.3807022802123978,novibro
1.7393438383564352,novibro
1.0491406539082526,novibro
0.872088033407928,novibro
0.793199723165239,novibro
1.4359321360712616,novibro
1.1293039784580463,novibro
1.0363665613532067,novibro
1.2436784997058288,novibro
1.2056355481222278,novibro
1.551523153313357,novibro
1.0708441738039254,novibro
1.58923098572235,novibro
0.963261686450806,novibro
1.5075708901882172,novibro
0.6765892761200667,novibro
0.9966672928631319,novibro
0.9167824870153289,novibro
1.0425538558568532,novibro
0.5898905719816692,novibro
0.7619219379127026,novibro
1.2949895630754429,novibro
0.845967288166286,novibro
0.7866068920166944,novibro
1.132505571618676,novibro
0.5716457516329373,novibro
0.7693582779510109,novibro
1.0363520928099752,novibro
0.8017133770510554,novibro
0.9009008568525328,novibro
0.5468815067155879,novibro
0.6857810873742132,novibro
0.7463987547531716,novibro
0.5916346804052591,novibro
1.101305574553098,novibro
1.258546411432327,novibro
0.4733301986064486,novibro
1.4227402085065846,novibro
0.8099390384015726,novibro
1.2845500331019875,novibro
1.0086031305417418,novibro
1.0792903226614,novibro
1.0237008918821826,novibro
0.9905581420390451,novibro
0.8623715679147355,novibro
0.7150219645351179,novibro
1.1881972113251686,novibro
0.49272668878337367,novibro
0.620546814203263,novibro
0.6588649450991297,novibro
0.7447312716394664,novibro
0.7757501462521266,novibro
1.0590765302009246,novibro
0.8140985471010208,novibro
0.6176332581043243,novibro
0.8534657362103476,novibro
0.5532956862794097,novibro
1.2255672082230824,novibro
0.9131296835094698,novibro
0.8280505180731416,novibro
0.6617220069220929,novibro
0.6645397599786526,novibro
0.6632701002469125,novibro
1.1358547149598597,novibro
0.9873263786486046,novibro
0.5183257133658248,novibro
1.1869879812002182,novibro
0.738560795634985,novibro
0.5777277284860597,novibro
0.7078873257541178,novibro
0.6005198398039713,novibro
0.8231643728911869,novibro
1.358299683816731,novibro
