Time,ms_error,force_desired,force_event,force_weiss,force_robot,force_weiss2,delta_z
1629894743.1903365,12.373000144958496,2.980455160140991,-0.0,0.0,-4.382251262664795,0.997,0.5900414417758092
1629894743.230506,12.369999885559082,2.576871871948242,-0.0,0.0,-4.358951568603516,0.926,0.5900414417758092
1629894743.2783914,12.36299991607666,1.9529377222061157,-0.0,0.0,-4.187480449676514,0.924,0.5900414417758092
1629894743.3268886,12.354000091552734,1.3116692304611206,-0.0,0.0,-4.013645172119141,0.931,0.5900414417758092
1629894743.366641,12.343000411987305,0.6587581634521484,-0.0,0.0,-3.673107862472534,0.953,0.5900414417758092
1629894743.3666925,12.343000411987305,0.6587581634521484,-0.0,0.0,-3.673107862472534,0.955,0.5900414417758092
1629894743.4104369,12.336000442504883,0.21987532079219818,-0.0,0.0,-3.5881776809692383,0.946,0.5900414417758092
1629894743.436378,12.32800006866455,0.0,-0.0,0.0,-3.5881776809692383,0.943,0.5900414417758092
1629894743.4824116,12.317000389099121,0.0,-0.0,0.0,-3.473849058151245,0.832,0.5900414417758092
1629894743.5266662,12.309000015258789,0.0,-0.0,0.0,-3.288635492324829,0.853,0.5900414417758092
1629894743.5704205,12.29800033569336,0.0,-0.0,0.0,-3.2125399112701416,0.943,0.5900414417758092
1629894743.617778,12.28600025177002,0.0,-0.0,0.0,-3.2558090686798096,0.9,0.5900414417758092
1629894743.6178527,12.28600025177002,0.0,-0.0,0.0,-3.2558090686798096,0.9,0.5900414417758092
1629894743.6585362,12.279000282287598,0.0,-0.0,0.0,-3.1433403491973877,0.907,0.5900414417758092
1629894743.6770427,12.270999908447266,0.0,-0.0,0.0,-3.1433403491973877,0.933,0.5900414417758092
1629894743.7257974,12.263999938964844,0.0,-0.0,0.0,-3.025186061859131,1.011,0.5900414417758092
